   n, insertion_cmp, insertion_swaps, insertion_time, quick_cmp, quick_swaps, quick_time, bubble_cmp, bubble_swaps, bubble_time, heap_cmp, heap_swaps, heap_time
 434,         93093,           45899,             81,     14088,        1197,         36,      93961,        45899,         234,    14210,       3425,        51
 435,         93206,           45954,            110,     14125,        1231,         52,      94395,        45954,         279,    14220,       3429,       116
 436,         93507,           46103,             81,     13987,        1212,         38,      94830,        46103,         212,    14307,       3449,        50
 437,         93870,           46283,             81,     14326,        1201,         37,      95266,        46283,         208,    14321,       3450,        45
 438,         94097,           46395,             81,     14069,        1208,         37,      95703,        46395,         209,    14367,       3462,        46
 439,         94344,           46517,             81,     14402,        1228,         37,      96141,        46517,         206,    14383,       3468,        46
 440,         94413,           46550,             82,     14335,        1212,         63,      96580,        46550,         210,    14442,       3483,        50
 441,         94898,           46791,             82,     14784,        1170,         37,      97020,        46791,         211,    14458,       3478,        48
 442,         95007,           46844,             82,     14825,        1214,         37,      97461,        46844,         213,    14557,       3510,        47
 443,         95036,           46857,             86,     14071,        1227,         38,      97903,        46857,         211,    14587,       3518,        47
 444,         95411,           47043,             83,     13991,        1237,         37,      98346,        47043,         213,    14576,       3509,        46
 445,         96264,           47468,             83,     13905,        1249,         38,      98790,        47468,         214,    14626,       3526,        47
 446,         97047,           47858,             84,     15048,        1221,         38,      99235,        47858,         217,    14739,       3556,        47
 447,         97904,           48285,             86,     15429,        1255,         38,      99681,        48285,         217,    14677,       3536,        47
 448,         98613,           48638,             85,     14939,        1272,         42,     100128,        48638,         223,    14729,       3546,        46
 449,         99268,           48964,             86,     14315,        1250,         39,     100576,        48964,         218,    14754,       3551,        47
 450,        100013,           49335,             86,     14696,        1276,         38,     101025,        49335,         249,    14790,       3558,        57
 451,        100914,           49784,            147,     14173,        1274,         54,     101475,        49784,         288,    14881,       3587,        88
 452,        100933,           49792,             87,     14665,        1238,         39,     101926,        49792,         226,    14928,       3598,        48
 453,        101182,           49915,             87,     14699,        1261,         39,     102378,        49915,         225,    15001,       3618,        47
 454,        101537,           50091,             88,     14787,        1270,         38,     102831,        50091,         222,    15019,       3620,        47
 455,        101870,           50256,             88,     15406,        1274,         38,     103285,        50256,         225,    15018,       3619,        48
 456,        102573,           50606,             88,     14852,        1276,         38,     103740,        50606,         228,    15030,       3617,        48
 457,        103214,           50925,             89,     14873,        1290,         40,     104196,        50925,         229,    15094,       3642,        48
 458,        103439,           51036,             89,     14388,        1326,         39,     104653,        51036,         229,    15149,       3647,        49
 459,        104324,           51477,             90,     15479,        1269,         39,     105111,        51477,         230,    15118,       3639,        50
 460,        104887,           51757,             90,     15214,        1285,         39,     105570,        51757,         235,    15204,       3660,        49
 461,        105090,           51857,             91,     14442,        1265,         39,     106030,        51857,         234,    15268,       3680,        49
 462,        105141,           51881,             90,     14448,        1286,         39,     106491,        51881,         229,    15284,       3681,        49
 463,        106067,           52343,             92,     14935,        1310,         39,     106953,        52343,         234,    15379,       3711,        49
 464,        106776,           52696,             92,     15036,        1302,         40,     107416,        52696,         234,    15396,       3718,        50
 465,        106855,           52734,             92,     15065,        1318,         40,     107880,        52734,         281,    15435,       3721,        59
 466,        106908,           52759,            150,     15297,        1294,         57,     108345,        52759,         313,    15468,       3728,        50
 467,        106927,           52767,             93,     15451,        1315,         42,     108811,        52767,         238,    15467,       3722,        51
 468,        107350,           52977,             92,     14754,        1317,         40,     109278,        52977,         237,    15533,       3746,        50
 469,        107445,           53023,             93,     15043,        1311,         40,     109746,        53023,         235,    15592,       3762,        50
 470,        107970,           53284,             93,     15399,        1311,         40,     110215,        53284,         240,    15619,       3763,        49
 471,        108815,           53705,             94,     16727,        1278,         40,     110685,        53705,         242,    15630,       3763,        50
 472,        108878,           53735,             94,     16092,        1308,         40,     111156,        53735,         241,    15697,       3782,        51
 473,        109591,           54090,             94,     15486,        1330,         41,     111628,        54090,         241,    15706,       3783,        50
 474,        110214,           54400,             95,     15403,        1337,         40,     112101,        54400,         247,    15739,       3796,        50
 475,        110707,           54645,             95,     16020,        1321,         40,     112575,        54645,         245,    15798,       3800,        50
 476,        111400,           54990,             96,     15870,        1313,         41,     113050,        54990,         244,    15844,       3812,        53
 477,        112343,           55460,             96,     15625,        1322,         40,     113526,        55460,         249,    15847,       3816,        52
 478,        112354,           55464,             97,     15371,        1338,         41,     114003,        55464,         247,    15827,       3806,        50
 479,        112929,           55750,             97,     16007,        1358,         42,     114481,        55750,         252,    15976,       3850,        51
 480,        113252,           55910,            140,     15832,        1349,         54,     114960,        55910,         308,    15970,       3845,        53
 481,        114151,           56358,             98,     15262,        1353,         42,     115440,        56358,         251,    16034,       3867,        51
 482,        114724,           56643,             99,     15421,        1333,         41,     115921,        56643,         328,    16084,       3876,        77
 483,        114881,           56720,            170,     15942,        1330,         55,     116403,        56720,         315,    16080,       3873,        92
 484,        114930,           56743,            183,     16105,        1368,         54,     116886,        56743,         265,    16122,       3885,        53
 485,        115281,           56917,            106,     16014,        1357,         41,     117370,        56917,         253,    16133,       3884,        52
 486,        115526,           57038,             99,     16283,        1340,         41,     117855,        57038,         261,    16176,       3897,        52
 487,        115695,           57121,             99,     16881,        1342,         41,     118341,        57121,         256,    16235,       3915,        52
 488,        115708,           57126,            104,     16440,        1356,         42,     118828,        57126,         258,    16290,       3931,        52
 489,        116143,           57342,            100,     17459,        1347,         42,     119316,        57342,         258,    16341,       3935,        52
 490,        116312,           57425,            100,     16361,        1359,         42,     119805,        57425,         260,    16393,       3956,        52
 491,        117059,           57797,            101,     16680,        1365,         42,     120295,        57797,         258,    16414,       3961,        52
 492,        118022,           58277,            101,     15668,        1390,         41,     120786,        58277,         257,    16481,       3978,        53
 493,        118513,           58521,            102,     15972,        1359,         42,     121278,        58521,         270,    16492,       3976,        91
 494,        118596,           58561,            376,     16239,        1359,        168,     121771,        58561,         383,    16559,       3998,        75
 495,        118969,           58746,            184,     15580,        1391,         44,     122265,        58746,         261,    16562,       3995,        52
 496,        119658,           59089,            103,     15822,        1425,         43,     122760,        59089,         261,    16657,       4018,        53
 497,        120179,           59348,            103,     16461,        1384,         43,     123256,        59348,         264,    16663,       4021,        52
 498,        120582,           59548,            103,     15963,        1382,         43,     123753,        59548,         263,    16704,       4035,        53
 499,        121061,           59786,            103,     16171,        1409,         42,     124251,        59786,         265,    16726,       4035,        53
 500,        121388,           59948,            104,     16965,        1400,         43,     124750,        59948,         265,    16752,       4039,        54
 501,        121791,           60148,            108,     16747,        1422,         44,     125250,        60148,         324,    16850,       4065,        54
 502,        122776,           60639,            105,     16946,        1407,         43,     125751,        60639,         268,    16866,       4068,        53
 503,        122867,           60683,            105,     16103,        1408,         43,     126253,        60683,         267,    16940,       4090,        53
 504,        123474,           60985,            106,     16152,        1424,         43,     126756,        60985,         271,    16946,       4089,        54
 505,        123677,           61085,            106,     15921,        1400,         42,     127260,        61085,         356,    17004,       4103,        59
 506,        124396,           61443,            189,     16618,        1446,         64,     127765,        61443,         887,    17010,       4100,        55
 507,        125103,           61795,            107,     16932,        1407,         45,     128271,        61795,         272,    17027,       4108,        55
 508,        125884,           62184,            107,     17366,        1421,         44,     128778,        62184,         274,    17084,       4122,        54
 509,        126561,           62521,            108,     16609,        1435,         44,     129286,        62521,         272,    17161,       4139,        76
 510,        127046,           62762,            109,     16336,        1457,         44,     129795,        62762,         275,    17173,       4142,        97
 511,        127099,           62787,            109,     17064,        1452,         44,     130305,        62787,         492,    17180,       4143,        80
 512,        127806,           63139,            163,     17222,        1474,         70,     130816,        63139,         517,    17327,       4191,        57
 513,        128751,           63610,            110,     17606,        1436,         45,     131328,        63610,         282,    17330,       4184,        55
 514,        128786,           63626,            110,     17203,        1455,         44,     131841,        63626,         281,    17349,       4184,        55
 515,        129343,           63903,            110,     18957,        1461,         46,     132355,        63903,         279,    17399,       4198,        55
 516,        130252,           64356,            111,     19648,        1422,         77,     132870,        64356,         453,    17431,       4204,        71
 517,        131095,           64776,            396,     16846,        1496,        206,     133386,        64776,         403,    17436,       4200,        56
 518,        131574,           65014,            113,     16745,        1490,         46,     133903,        65014,         285,    17487,       4212,        57
 519,        131791,           65121,            113,     17497,        1460,         45,     134421,        65121,         285,    17508,       4218,        55
 520,        132560,           65504,            118,     17495,        1463,         44,     134940,        65504,         310,    17568,       4236,        56
 521,        133555,           66000,            114,     18810,        1467,         46,     135460,        66000,         284,    17599,       4249,        56
 522,        133824,           66133,            114,     17947,        1448,         45,     135981,        66133,         361,    17669,       4263,        61
 523,        134659,           66549,            115,     19034,        1418,         44,     136503,        66549,         289,    17678,       4265,        56
 524,        134830,           66633,            115,     17292,        1498,         45,     137026,        66633,         286,    17747,       4282,        57
 525,        134967,           66700,            121,     17772,        1504,         51,     137550,        66700,         291,    17774,       4290,        56
 526,        135556,           66993,            116,     19227,        1504,         47,     138075,        66993,         293,    17858,       4316,       105
 527,        136519,           67473,            116,     17797,        1509,         45,     138601,        67473,         296,    17822,       4299,        56
 528,        136980,           67702,            179,     16902,        1494,         54,     139128,        67702,         355,    17906,       4318,        76
 529,        137443,           67932,            765,     17983,        1484,         48,     139656,        67932,         290,    17959,       4332,        57
 530,        137810,           68114,            118,     17246,        1562,         48,     140185,        68114,         293,    18000,       4344,        57
 531,        138815,           68615,            118,     18221,        1495,         45,     140715,        68615,         293,    17980,       4330,        57
 532,        139542,           68977,            119,     17641,        1518,         46,     141246,        68977,         294,    18080,       4366,        57
 533,        140377,           69393,            119,     16957,        1532,         46,     141778,        69393,         299,    18116,       4375,        57
 534,        140700,           69553,            120,     17367,        1528,         46,     142311,        69553,         299,    18160,       4386,        60
 535,        141723,           70063,            154,     18865,        1506,         47,     142845,        70063,         296,    18206,       4400,        57
 536,        141944,           70172,            121,     18145,        1522,         46,     143380,        70172,         300,    18202,       4391,        57
 537,        141959,           70178,            121,     18197,        1545,         47,     143916,        70178,         296,    18286,       4415,        57
 538,        142272,           70333,            121,     18429,        1543,         46,     144453,        70333,         300,    18338,       4427,        58
 539,        143167,           70779,            122,     19275,        1505,         46,     144991,        70779,         300,    18389,       4443,        58
 540,        143648,           71018,            122,     17923,        1541,         48,     145530,        71018,         826,    18412,       4445,       251
 541,        143927,           71156,            123,     18704,        1535,         48,     146070,        71156,         303,    18425,       4451,       114
 542,        144692,           71537,            123,     18017,        1564,         47,     146611,        71537,         303,    18500,       4466,        58
 543,        145651,           72015,            124,     19267,        1531,         47,     147153,        72015,         801,    18561,       4484,       113
 544,        145870,           72123,            124,     19055,        1543,         49,     147696,        72123,         310,    18568,       4481,        60
 545,        146583,           72478,            124,     18294,        1542,         47,     148240,        72478,         306,    18608,       4494,        59
 546,        147306,           72838,            125,     18158,        1582,         47,     148785,        72838,         308,    18659,       4501,        59
 547,        147337,           72852,            125,     18574,        1539,         47,     149331,        72852,         310,    18688,       4510,        59
 548,        147352,           72858,            125,     18537,        1545,         46,     149878,        72858,         312,    18755,       4531,        59
 549,        148201,           73281,            126,     18093,        1562,         48,     150426,        73281,         316,    18754,       4528,        59
 550,        148592,           73475,            126,     20523,        1546,         49,     150975,        73475,         467,    18784,       4537,        64
 551,        149139,           73747,            182,     18346,        1567,        278,     151525,        73747,         350,    18822,       4541,        60
 552,        149300,           73826,            127,     17763,        1580,         48,     152076,        73826,         311,    18898,       4569,        59
 553,        149687,           74018,            127,     18353,        1570,         48,     152628,        74018,         318,    18949,       4585,        60
 554,        150388,           74367,            127,     17991,        1592,         47,     153181,        74367,         318,    18953,       4571,        59
 555,        151353,           74848,            131,     19361,        1555,         50,     153735,        74848,         350,    18949,       4568,        59
 556,        151714,           75027,            129,     19765,        1587,         51,     154290,        75027,         344,    19051,       4595,       110
 557,        152801,           75569,            130,     18830,        1600,         49,     154846,        75569,         319,    19091,       4614,        60
 558,        152822,           75578,            130,     18825,        1585,         48,     155403,        75578,         420,    19126,       4623,       129
 559,        153927,           76129,            154,     19443,        1625,         50,     155961,        76129,         326,    19122,       4614,        62
 560,        154292,           76310,            131,     19427,        1599,         49,     156520,        76310,         381,    19184,       4633,        68
 561,        154701,           76513,            211,     18796,        1607,        107,     157080,        76513,         959,    19267,       4658,        65
 562,        154970,           76646,            132,     18417,        1612,         50,     157641,        76646,         339,    19296,       4670,        63
 563,        155529,           76924,            136,     18974,        1600,         51,     158203,        76924,         336,    19242,       4642,        63
 564,        156362,           77339,            149,     19510,        1594,         49,     158766,        77339,         328,    19393,       4687,        61
 565,        157429,           77871,            134,     18566,        1625,         49,     159330,        77871,         327,    19363,       4672,        60
 566,        157502,           77906,            134,     18382,        1661,         50,     159895,        77906,         329,    19405,       4686,        61
 567,        157957,           78132,            134,     19792,        1612,         50,     160461,        78132,         334,    19459,       4702,        61
 568,        158044,           78174,            135,     18889,        1655,         49,     161028,        78174,         332,    19460,       4697,        62
 569,        159071,           78686,            135,     20538,        1617,         50,     161596,        78686,         335,    19593,       4731,        86
 570,        159542,           78920,            155,     20399,        1628,         50,     162165,        78920,         336,    19645,       4745,        95
 571,        160413,           79354,            136,     18989,        1641,         50,     162735,        79354,         390,    19636,       4748,        79
 572,        161460,           79876,            175,     19596,        1618,        156,     163306,        79876,         825,    19679,       4756,        63
 573,        162177,           80233,            138,     20736,        1598,         52,     163878,        80233,         331,    19788,       4791,        62
 574,        163222,           80754,            138,     20292,        1602,         50,     164451,        80754,         335,    19761,       4771,        62
 575,        164139,           81211,            139,     20926,        1616,         50,     165025,        81211,         339,    19758,       4772,        61
 576,        164888,           81584,            140,     20944,        1626,         50,     165600,        81584,         340,    19852,       4798,        62
 577,        165923,           82100,            141,     18727,        1686,         50,     166176,        82100,         341,    19951,       4823,        65
 578,        166912,           82593,            142,     18791,        1693,         50,     166753,        82593,         346,    19895,       4800,        64
 579,        166961,           82616,            142,     20652,        1652,         50,     167331,        82616,         444,    19965,       4814,        85
 580,        167672,           82970,            275,     20901,        1645,         73,     167910,        82970,         552,    20005,       4830,        80
 581,        168189,           83227,            179,     19405,        1664,         52,     168490,        83227,         397,    20020,       4833,       122
 582,        169310,           83786,            232,     19579,        1647,         99,     169071,        83786,         391,    20052,       4842,        77
 583,        169885,           84072,            149,     20667,        1665,         54,     169653,        84072,         359,    20105,       4857,        65
 584,        169910,           84083,            148,     19825,        1675,         54,     170236,        84083,         360,    20134,       4861,        65
 585,        170249,           84251,            155,     21237,        1622,         52,     170820,        84251,         360,    20171,       4869,       117
 586,        171358,           84804,            150,     20174,        1687,         53,     171405,        84804,         358,    20259,       4896,        66
 587,        171719,           84983,            150,     19628,        1698,         52,     171991,        84983,         365,    20295,       4905,        66
 588,        172332,           85288,            163,     20356,        1711,         51,     172578,        85288,         355,    20327,       4908,        64
 589,        172523,           85382,            146,     20957,        1662,         50,     173166,        85382,         353,    20421,       4937,        64
 590,        173686,           85962,            147,     21379,        1658,         51,     173755,        85962,         356,    20440,       4943,        65
 591,        174375,           86305,            148,     19968,        1694,        107,     174345,        86305,         842,    20503,       4956,       259
 592,        175466,           86849,            233,     19994,        1688,         77,     174936,        86849,         483,    20512,       4954,        89
 593,        176639,           87434,            235,     20080,        1712,        108,     175528,        87434,         490,    20503,       4951,      1082
 594,        177814,           88020,            245,     20111,        1690,         80,     176121,        88020,         503,    20610,       4980,        89
 595,        178297,           88260,            241,     19890,        1740,         77,     176715,        88260,        1062,    20598,       4976,        84
 596,        178786,           88503,            281,     20405,        1725,        217,     177310,        88503,         533,    20690,       5002,        92
 597,        179687,           88952,            239,     20180,        1704,         83,     177906,        88952,         546,    20719,       5012,        86
 598,        179816,           89015,            242,     20211,        1701,         82,     178503,        89015,         530,    20738,       5008,       156
 599,        180897,           89554,            246,     19596,        1747,         86,     179101,        89554,         531,    20783,       5016,      2509
 600,        181276,           89742,            228,     20732,        1764,        131,     179700,        89742,         862,    20869,       5045,       324
 601,        181513,           89859,            260,     20109,        1749,         87,     180300,        89859,         737,    20858,       5035,        97
 602,        182616,           90409,            252,     20116,        1758,        163,     180901,        90409,         590,    20940,       5060,       110
 603,        182947,           90573,            292,     20604,        1758,         94,     181503,        90573,         570,    20900,       5046,       102
 604,        183674,           90935,            310,     20048,        1737,         93,     182106,        90935,         626,    20977,       5071,       111
 605,        183861,           91027,            319,     20357,        1732,         97,     182710,        91027,        1005,    21102,       5103,        99
 606,        184580,           91385,            321,     21333,        1692,         90,     183315,        91385,         559,    21092,       5098,       105
 607,        184751,           91469,            293,     21039,        1776,         99,     183921,        91469,        3315,    21145,       5111,        75
 608,        185332,           91758,            174,     20674,        1740,         61,     184528,        91758,         412,    21102,       5100,        73
 609,        186305,           92243,            175,     20589,        1764,         59,     185136,        92243,         413,    21194,       5124,        74
 610,        186874,           92526,            594,     20275,        1763,         83,     185745,        92526,        1100,    21254,       5137,       121
 611,        187661,           92918,            365,     21862,        1757,         89,     186355,        92918,         637,    21264,       5139,       116
 612,        188590,           93381,            321,     20493,        1794,         98,     186966,        93381,         567,    21334,       5161,       160
 613,        189687,           93928,            268,     21855,        1725,         93,     187578,        93928,         719,    21328,       5146,       106
 614,        190228,           94197,            316,     21024,        1815,         96,     188191,        94197,         614,    21317,       5144,       109
 615,        190775,           94469,            310,     20582,        1779,        147,     188805,        94469,        2107,    21419,       5177,       104
 616,        191542,           94851,            283,     21193,        1783,         91,     189420,        94851,         621,    21481,       5187,       114
 617,        192665,           95411,            338,     20803,        1774,         93,     190036,        95411,         591,    21584,       5221,       112
 618,        193488,           95821,            268,     21346,        1771,         79,     190653,        95821,         515,    21467,       5174,        96
 619,        193895,           96023,            262,     20927,        1768,         83,     191271,        96023,         568,    21609,       5223,       106
 620,        193918,           96033,            280,     20945,        1780,         89,     191890,        96033,         518,    21672,       5238,        85
 621,        194563,           96354,           1099,     21655,        1812,         88,     192510,        96354,         591,    21659,       5232,       110
 622,        194756,           96449,            309,     21569,        1810,         98,     193131,        96449,         601,    21644,       5220,       107
 623,        195651,           96895,            307,     21757,        1776,         98,     193753,        96895,         630,    21702,       5238,       821
 624,        196022,           97079,            317,     21217,        1781,         85,     194376,        97079,         562,    21775,       5265,       110
 625,        196925,           97529,            185,     21228,        1822,         63,     195000,        97529,         621,    21861,       5285,       298
 626,        197994,           98062,            350,     22871,        1778,        197,     195625,        98062,         805,    21863,       5281,       118
 627,        198149,           98138,            331,     21247,        1858,         88,     196251,        98138,         632,    21919,       5300,       111
 628,        198336,           98230,            364,     21034,        1846,        102,     196878,        98230,         678,    21937,       5292,       119
 629,        198987,           98554,            322,     23868,        1764,         93,     197506,        98554,         640,    22017,       5321,       113
 630,        199798,           98958,            324,     22422,        1770,         99,     198135,        98958,        2166,    22010,       5317,       106
 631,        200553,           99334,            746,     21838,        1822,         90,     198765,        99334,         608,    22079,       5338,       118
 632,        200858,           99485,            313,     21696,        1841,         93,     199396,        99485,         682,    22115,       5343,       116
 633,        201501,           99805,            364,     22663,        1786,        101,     200028,        99805,         637,    22159,       5360,       110
 634,        202474,          100290,            259,     23745,        1797,         87,     200661,       100290,         564,    22177,       5356,       101
 635,        202863,          100483,            392,     21135,        1843,        813,     201295,       100483,         737,    22202,       5360,       116
 636,        203944,          101022,            343,     22548,        1841,        105,     201930,       101022,         685,    22298,       5390,       118
 637,        204173,          101135,            330,     21609,        1862,        107,     202566,       101135,        1064,    22320,       5396,       104
 638,        204776,          101435,            648,     21066,        1848,        101,     203203,       101435,         647,    22383,       5413,       164
 639,        205733,          101912,           1885,     22506,        1864,        106,     203841,       101912,         652,    22339,       5390,        88
 640,        205906,          101997,            200,     22718,        1873,         67,     204480,       101997,         471,    22384,       5403,        82
 641,        206393,          102239,            201,     23465,        1830,         66,     205120,       102239,         473,    22470,       5428,        81
 642,        207196,          102639,            202,     26624,        1836,         67,     205761,       102639,         471,    22511,       5440,        81
 643,        207913,          102996,            202,     21688,        1847,         65,     206403,       102996,         475,    22609,       5472,        81
 644,        207958,          103017,            202,     21184,        1864,         65,     207046,       103017,         477,    22677,       5490,        80
 645,        208091,          103082,            202,     22895,        1868,         65,     207690,       103082,         627,    22684,       5490,       243
 646,        208960,          103515,            643,     22356,        1884,         92,     208335,       103515,         703,    22702,       5487,       122
 647,        210163,          104115,            372,     24265,        1848,       3463,     208981,       104115,         697,    22758,       5502,       130
 648,        210694,          104379,            454,     24228,        1850,        142,     209628,       104379,        1419,    22825,       5524,       117
 649,        211331,          104696,            318,     22389,        1898,         69,     210276,       104696,         476,    22804,       5508,        82
 650,        211346,          104702,            205,     23042,        1885,         67,     210925,       104702,         476,    22838,       5517,        89
 651,        212137,          105096,            206,     22290,        1933,         66,     211575,       105096,         595,    22847,       5507,       203
 652,        212738,          105395,            379,     22876,        1922,        106,     212226,       105395,         683,    22974,       5556,       121
 653,        213643,          105846,            330,     22163,        1902,         98,     212878,       105846,         713,    23034,       5571,       125
 654,        213790,          105918,            388,     22166,        1923,        101,     213531,       105918,        1399,    23029,       5569,       141
 655,        214127,          106085,            208,     21888,        1948,         70,     214185,       106085,         489,    23045,       5571,        83
 656,        215322,          106681,            208,     22864,        1888,         67,     214840,       106681,         489,    23104,       5582,        83
 657,        216175,          107106,            236,     22441,        1925,         67,     215496,       107106,         489,    23129,       5589,        84
 658,        216690,          107362,            210,     22395,        1903,         67,     216153,       107362,         487,    23203,       5607,        84
 659,        217099,          107565,            211,     22938,        1898,         66,     216811,       107565,         491,    23263,       5621,        83
 660,        217574,          107801,            212,     23867,        1882,         66,     217470,       107801,         494,    23230,       5614,        94
 661,        217781,          107903,            379,     24346,        1900,        428,     218130,       107903,        1063,    23289,       5622,       120
 662,        218204,          108113,            363,     23632,        1956,        108,     218791,       108113,         717,    23295,       5621,       164
 663,        219109,          108564,            306,     24840,        1912,         99,     219453,       108564,         685,    23380,       5651,       129
 664,        219186,          108601,            213,     25844,        1893,         69,     220116,       108601,         636,    23427,       5660,       120
 665,        219393,          108703,            261,     22754,        1959,         70,     220780,       108703,         504,    23457,       5666,        85
 666,        220352,          109181,            285,     23479,        1936,        168,     221445,       109181,         773,    23503,       5677,       434
 667,        220571,          109289,            333,     24324,        1961,         96,     222111,       109289,         756,    23556,       5692,        86
 668,        220934,          109469,            214,     24049,        1931,         69,     222778,       109469,         505,    23570,       5692,        86
 669,        222139,          110070,            216,     23504,        1971,         69,     223446,       110070,         500,    23496,       5664,        84
 670,        222414,          110206,            215,     23308,        1947,         68,     224115,       110206,         510,    23671,       5718,        85
 671,        223165,          110580,            217,     23753,        1965,         69,     224785,       110580,         511,    23661,       5710,        85
 672,        223912,          110952,            217,     24087,        1954,         68,     225456,       110952,         551,    23751,       5736,        85
 673,        224155,          111072,            332,     22548,        2008,        101,     226128,       111072,        1322,    23787,       5746,        86
 674,        224226,          111106,            218,     22712,        1982,         70,     226801,       111106,         513,    23794,       5744,       354
 675,        224229,          111106,            328,     23389,        1970,         99,     227475,       111106,         511,    23838,       5751,        94
 676,        224936,          111458,            218,     22578,        2002,         69,     228150,       111458,         677,    23873,       5767,       207
 677,        225273,          111625,            288,     24051,        1962,         69,     228826,       111625,         516,    23881,       5761,        86
 678,        225428,          111701,            218,     23300,        1970,         68,     229503,       111701,         612,    23989,       5797,        86
 679,        226275,          112123,            276,     24023,        1977,         95,     230181,       112123,        1439,    24009,       5802,       421
 680,        227528,          112748,            290,     24335,        2019,         92,     230860,       112748,         652,    24105,       5824,       124
 681,        228613,          113289,            323,     23250,        2024,         92,     231540,       113289,         677,    24043,       5798,       115
 682,        228832,          113397,            394,     23318,        2010,        111,     232221,       113397,         812,    24105,       5823,       152
 683,        229967,          113963,            530,     24079,        1987,        133,     232903,       113963,        1676,    24151,       5824,        96
 684,        230214,          114085,            243,     23188,        2014,         79,     233586,       114085,         574,    24247,       5861,        93
 685,        230597,          114275,            242,     24042,        1997,         76,     234270,       114275,         566,    24270,       5865,       107
 686,        230882,          114416,            232,     24113,        2011,         73,     234955,       114416,         546,    24253,       5861,        90
 687,        231717,          114832,            234,     25335,        1958,         72,     235641,       114832,         547,    24331,       5875,        89
 688,        232430,          115187,            234,     25798,        1963,         72,     236328,       115187,         551,    24386,       5889,       172
 689,        232465,          115203,            225,     25184,        2009,         70,     237016,       115203,         636,    24404,       5894,       139
 690,        232622,          115280,           1075,     25601,        2002,        114,     237705,       115280,         748,    24419,       5898,        89
 691,        233759,          115847,            226,     24728,        1989,         71,     238395,       115847,         537,    24531,       5927,        88
 692,        233952,          115942,            226,     24729,        1974,         70,     239086,       115942,         536,    24551,       5931,        87
 693,        235161,          116545,            229,     25381,        2014,         71,     239778,       116545,         538,    24595,       5936,        88
 694,        235992,          116959,            229,     25474,        1993,         72,     240471,       116959,         912,    24595,       5943,       122
 695,        236047,          116985,            359,     23473,        2031,        105,     241165,       116985,        2088,    24568,       5932,       116
 696,        236160,          117040,            267,     23465,        2031,         77,     241860,       117040,         568,    24627,       5939,        91
 697,        237099,          117508,            239,     23688,        2036,         75,     242556,       117508,         567,    24749,       5979,        93
 698,        237362,          117638,            239,     23685,        2063,         99,     243253,       117638,         602,    24784,       5995,       100
 699,        237917,          117914,            240,     24208,        2043,         76,     243951,       117914,         561,    24798,       5986,       130
 700,        238122,          118015,            240,     24825,        2048,         76,     244650,       118015,         562,    24879,       6013,        92
 701,        238185,          118045,            264,     26640,        2010,         96,     245350,       118045,         760,    24902,       6013,       115
 702,        238912,          118407,            231,     26372,        2005,         75,     246051,       118407,         684,    24895,       6010,       146
 703,        239247,          118573,            232,     25596,        2042,         72,     246753,       118573,         550,    24993,       6038,        90
 704,        239700,          118798,            231,     24666,        2061,         71,     247456,       118798,         551,    24987,       6030,        90
 705,        240809,          119351,            233,     25182,        2046,         72,     248160,       119351,         558,    25023,       6041,        89
 706,        241814,          119852,            391,     24372,        2085,        115,     248865,       119852,         652,    25078,       6054,        87
 707,        243207,          120547,            230,     26093,        2094,         72,     249571,       120547,         898,    25112,       6064,       145
 708,        244448,          121166,            228,     26861,        2043,         72,     250278,       121166,         543,    25216,       6092,        86
 709,        244699,          121290,            227,     24381,        2104,         69,     250986,       121290,         756,    25204,       6085,        87
 710,        244872,          121375,            228,     25231,        2080,         70,     251695,       121375,         856,    25293,       6110,       987
 711,        244891,          121383,            475,     24829,        2106,        104,     252405,       121383,        4798,    25343,       6120,       112
 712,        244942,          121407,            440,     25699,        2082,        119,     253116,       121407,        1310,    25431,       6149,       110
 713,        244993,          121431,            937,     26491,        2077,        120,     253828,       121431,         868,    25458,       6158,       103
 714,        245998,          121932,            374,     26187,        2063,        116,     254541,       121932,         770,    25500,       6170,        97
 715,        247295,          122579,            350,     24650,        2082,        103,     255255,       122579,        2269,    25526,       6172,     10383
 716,        248094,          122977,            437,     24264,        2133,        111,     255970,       122977,         841,    25563,       6178,       112
 717,        249381,          123619,            395,     25009,        2106,        111,     256686,       123619,         900,    25597,       6187,       104
 718,        249606,          123730,            388,     24653,        2116,        117,     257403,       123730,         830,    25617,       6196,       107
 719,        249951,          123901,            397,     24768,        2074,        109,     258121,       123901,        2470,    25693,       6211,       118
 720,        251096,          124472,            428,     25107,        2083,        126,     258840,       124472,        5654,    25752,       6228,      1391
 721,        252169,          125007,           2082,     24927,        2135,        126,     259560,       125007,         950,    25725,       6215,       124
 722,        252346,          125094,            486,     26020,        2113,        127,     260281,       125094,         958,    25799,       6239,       126
 723,        253277,          125558,            697,     25776,        2110,        199,     261003,       125558,         820,    25809,       6230,       113
 724,        253790,          125813,            442,     25968,        2085,        113,     261726,       125813,         824,    25910,       6266,      7922
 725,        254889,          126361,            736,     25133,        2146,        132,     262450,       126361,         976,    25923,       6262,       129
 726,        255954,          126892,            490,     25701,        2155,        131,     263175,       126892,         927,    25936,       6261,       175
 727,        256021,          126924,           1501,     25457,        2136,        125,     263901,       126924,        1288,    26028,       6291,       109
 728,        257340,          127582,            483,     26003,        2101,        127,     264628,       127582,         955,    26017,       6282,       125
