   n, insertion_cmp, insertion_swaps, insertion_time, quick_cmp, quick_swaps, quick_time, bubble_cmp, bubble_swaps, bubble_time, heap_cmp, heap_swaps, heap_time
 743,          2954,             364,              8,     15954,        1059,         37,     275653,          364,         217,    28215,       6936,        68
 744,          2957,             364,              7,     15978,        1068,         34,     276396,          364,         217,    28261,       6947,        68
 745,          2964,             366,              8,     16010,        1070,         37,     277140,          366,         219,    28314,       6961,        68
 746,          2973,             369,              7,     16064,        1071,         34,     277885,          369,         219,    28371,       6976,        67
 747,          2980,             371,              7,     16055,        1064,         34,     278631,          371,         219,    28410,       6986,        66
 748,          2983,             371,              7,     16113,        1072,         33,     279378,          371,         220,    28443,       6993,        67
 749,          2986,             371,              7,     16140,        1056,         34,     280126,          371,         220,    28468,       6996,        66
 750,          2989,             371,              7,     16164,        1066,         32,     280875,          371,         220,    28530,       7013,        68
 751,          2994,             372,              8,     16177,        1065,         37,     281625,          372,         222,    28581,       7028,        73
 752,          2997,             372,              7,     16132,        1057,         34,     282376,          372,         220,    28632,       7044,        67
 753,          3000,             372,              7,     16173,        1060,         33,     283128,          372,         222,    28677,       7052,        67
 754,          3005,             373,              7,     16236,        1071,         32,     283881,          373,         223,    28732,       7067,        67
 755,          3010,             374,              7,     16303,        1081,         34,     284635,          374,         221,    28771,       7076,        67
 756,          3017,             376,              7,     16278,        1073,         33,     285390,          376,         224,    28800,       7083,        69
 757,          3020,             376,              8,     16302,        1071,         37,     286146,          376,         225,    28846,       7094,        68
 758,          3023,             376,              8,     16366,        1077,         34,     286903,          376,         226,    28891,       7105,        68
 759,          3026,             376,              7,     16440,        1094,         34,     287661,          376,         224,    28936,       7118,        67
 760,          3031,             377,              7,     16481,        1098,         33,     288420,          377,         226,    28967,       7124,        67
 761,          3034,             377,              7,     16456,        1100,         33,     289180,          377,         232,    29033,       7139,        68
 762,          3043,             380,              7,     16433,        1088,         32,     289941,          380,         226,    29075,       7149,        68
 763,          3048,             381,              8,     16596,        1110,         39,     290703,          381,         229,    29087,       7152,        69
 764,          3051,             381,              8,     16489,        1089,         34,     291466,          381,         227,    29174,       7175,       108
 765,          3054,             381,              8,     16473,        1088,         33,     292230,          381,         229,    29205,       7180,        68
 766,          3057,             381,              8,     16513,        1092,         32,     292995,          381,         227,    29219,       7183,        68
 767,          3060,             381,              7,     16605,        1103,         34,     293761,          381,         234,    29300,       7207,        68
 768,          3067,             383,              7,     16622,        1104,         33,     294528,          383,         229,    29344,       7215,        68
 769,          3072,             384,              9,     16506,        1083,         37,     295296,          384,         232,    29390,       7229,        69
 770,          3075,             384,              8,     16575,        1092,         34,     296065,          384,         261,    29417,       7234,       210
 771,          3078,             384,              8,     16633,        1095,         37,     296835,          384,         233,    29476,       7249,        70
 772,          3081,             384,              8,     16626,        1090,         34,     297606,          384,         234,    29513,       7257,        69
 773,          3086,             385,              8,     16681,        1095,         34,     298378,          385,         234,    29557,       7268,        71
 774,          3093,             387,              7,     16708,        1102,         33,     299151,          387,         232,    29600,       7278,        69
 775,          3096,             387,              8,     16730,        1104,         38,     299925,          387,         236,    29633,       7287,        71
 776,          3099,             387,              9,     16702,        1093,         34,     300700,          387,         236,    29677,       7299,        69
 777,          3102,             387,              7,     16791,        1100,         34,     301476,          387,         236,    29733,       7313,        70
 778,          3105,             387,              8,     16886,        1115,         34,     302253,          387,         237,    29769,       7321,        70
 779,          3108,             387,              8,     16889,        1112,         34,     303031,          387,         235,    29813,       7333,        69
 780,          3111,             387,              8,     16875,        1106,         33,     303810,          387,         236,    29867,       7348,        69
 781,          3114,             387,              8,     16871,        1113,         34,     304590,          387,         239,    29878,       7342,        71
 782,          3117,             387,              8,     16945,        1120,         38,     305371,          387,         240,    29943,       7364,        71
 783,          3120,             387,              8,     16898,        1110,         35,     306153,          387,         239,    29977,       7371,        70
 784,          3123,             387,              7,     16944,        1108,         34,     306936,          387,         240,    30029,       7385,        70
 785,          3126,             387,              7,     16984,        1120,         35,     307720,          387,         238,    30071,       7395,        70
 786,          3129,             387,              7,     17080,        1139,         34,     308505,          387,         241,    30119,       7408,        70
 787,          3132,             387,              8,     16996,        1116,         33,     309291,          387,         350,    30176,       7422,        72
 788,          3135,             387,              8,     16992,        1106,         38,     310078,          387,         243,    30221,       7434,        71
 789,          3140,             388,              8,     17033,        1107,         34,     310866,          388,         243,    30267,       7446,        71
 790,          3143,             388,              7,     17064,        1108,         33,     311655,          388,         241,    30306,       7455,        71
 791,          3148,             389,              8,     17087,        1121,         34,     312445,          389,         317,    30328,       7455,       123
 792,          3151,             389,              8,     17092,        1120,         34,     313236,          389,         286,    30361,       7464,        82
 793,          3154,             389,              8,     17185,        1133,         35,     314028,          389,         245,    30393,       7469,       256
 794,          3157,             389,              9,     17172,        1128,         38,     314821,          389,         248,    30466,       7492,        71
 795,          3160,             389,              8,     17122,        1114,         35,     315615,          389,         641,    30487,       7493,        72
 796,          3163,             389,              8,     17186,        1120,         37,     316410,          389,         248,    30549,       7512,        72
 797,          3166,             389,              8,     17189,        1116,         35,     317206,          389,         248,    30591,       7522,        71
 798,          3169,             389,              8,     17222,        1121,         33,     318003,          389,         246,    30636,       7531,        71
 799,          3172,             389,              8,     17448,        1156,         36,     318801,          389,         283,    30680,       7542,        72
 800,          3177,             390,              9,     17467,        1158,         40,     319600,          390,         251,    30731,       7557,        73
 801,          3180,             390,              8,     17399,        1144,         36,     320400,          390,         250,    30778,       7570,        72
 802,          3183,             390,              8,     17389,        1144,         34,     321201,          390,         251,    30819,       7580,        72
 803,          3186,             390,              7,     17419,        1155,         34,     322003,          390,         249,    30869,       7593,        72
 804,          3189,             390,              7,     17482,        1157,         34,     322806,          390,         250,    30908,       7601,        75
 805,          3192,             390,              8,     17466,        1152,         34,     323610,          390,         252,    30953,       7610,        75
 806,          3195,             390,              9,     17516,        1161,         39,     324415,          390,         255,    30985,       7619,       121
 807,          3198,             390,              9,     17572,        1160,         39,     325221,          390,         255,    31047,       7635,        73
 808,          3201,             390,              8,     17617,        1169,         36,     326028,          390,         255,    31085,       7642,        73
 809,          3204,             390,              8,     17511,        1139,         34,     326836,          390,         255,    31135,       7659,        73
 810,          3207,             390,              8,     17580,        1150,         34,     327645,          390,         256,    31179,       7670,        72
 811,          3212,             391,              8,     17615,        1156,         35,     328455,          391,         256,    31219,       7680,        72
 812,          3217,             392,              8,     17639,        1157,         40,     329266,          392,         258,    31247,       7682,        74
 813,          3220,             392,              9,     17643,        1156,         37,     330078,          392,         257,    31306,       7699,        73
 814,          3223,             392,              8,     17710,        1168,         39,     330891,          392,         256,    31348,       7709,        73
 815,          3228,             393,              8,     17781,        1172,         36,     331705,          393,         258,    31379,       7714,        73
 816,          3233,             394,              8,     17817,        1175,         36,     332520,          394,         259,    31406,       7721,        73
 817,          3238,             395,              8,     17735,        1155,         35,     333336,          395,         260,    31476,       7742,        73
 818,          3249,             399,              8,     17702,        1146,         39,     334153,          399,         262,    31528,       7755,        75
 819,          3252,             399,              9,     17824,        1165,         37,     334971,          399,         259,    31566,       7762,        74
 820,          3255,             399,              8,     17878,        1173,         36,     335790,          399,         291,    31598,       7769,        73
 821,          3258,             399,              8,     17934,        1173,         38,     336610,          399,         260,    31651,       7782,        74
 822,          3261,             399,              8,     17971,        1178,         37,     337431,          399,         263,    31692,       7792,        74
 823,          3264,             399,              8,     18085,        1203,         37,     338253,          399,         261,    31725,       7799,        73
 824,          3267,             399,              8,     18088,        1192,         37,     339076,          399,         264,    31767,       7807,        74
 825,          3270,             399,              8,     17963,        1176,         36,     339900,          399,         265,    31809,       7817,        74
 826,          3273,             399,              8,     18020,        1181,         35,     340725,          399,         263,    31860,       7832,        75
 827,          3278,             400,              8,     18051,        1188,         36,     341551,          400,         266,    31909,       7845,        74
 828,          3285,             402,              8,     18066,        1187,         35,     342378,          402,         323,    31965,       7861,        75
 829,          3290,             403,              8,     18072,        1185,         36,     343206,          403,         267,    31997,       7866,        74
 830,          3293,             403,              8,     18113,        1191,         35,     344035,          403,         327,    32034,       7875,        89
 831,          3296,             403,              8,     18141,        1185,         40,     344865,          403,         267,    32072,       7884,        76
 832,          3299,             403,              8,     18171,        1187,         37,     345696,          403,         269,    32117,       7899,        74
 833,          3302,             403,              9,     18096,        1167,         37,     346528,          403,         275,    32150,       7903,        78
 834,          3305,             403,              8,     18110,        1176,         36,     347361,          403,         268,    32207,       7916,        75
 835,          3308,             403,              8,     18154,        1175,         37,     348195,          403,         269,    32247,       7928,        76
 836,          3317,             406,              8,     18166,        1176,         35,     349030,          406,         269,    32287,       7937,        75
 837,          3320,             406,              8,     18261,        1197,         37,     349866,          406,         272,    32347,       7953,        75
 838,          3323,             406,              8,     18286,        1196,         36,     350703,          406,         273,    32396,       7967,        75
 839,          3326,             406,              8,     18331,        1196,         38,     351541,          406,         273,    32427,       7973,        76
 840,          3329,             406,              8,     18322,        1187,         39,     352380,          406,         274,    32465,       7982,        75
 841,          3332,             406,              8,     18418,        1211,         36,     353220,          406,         274,    32494,       7986,        76
 842,          3335,             406,              8,     18456,        1213,         36,     354061,          406,         275,    32545,       7997,        76
 843,          3338,             406,              9,     18378,        1197,         40,     354903,          406,         277,    32583,       8009,        76
 844,          3341,             406,              9,     18453,        1207,         41,     355746,          406,         343,    32648,       8028,        96
 845,          3344,             406,              9,     18454,        1199,         40,     356590,          406,         327,    32683,       8035,        77
 846,          3347,             406,              9,     18461,        1198,         40,     357435,          406,         277,    32724,       8043,        77
 847,          3350,             406,              8,     18587,        1217,         38,     358281,          406,         277,    32767,       8054,        77
 848,          3353,             406,              8,     18594,        1214,         37,     359128,          406,         280,    32801,       8059,        89
 849,          3356,             406,              9,     18536,        1207,         40,     359976,          406,         284,    32855,       8073,        78
 850,          3361,             407,              8,     18526,        1202,         37,     360825,          407,         280,    32882,       8080,        77
 851,          3364,             407,              8,     18588,        1207,         37,     361675,          407,         281,    32951,       8099,        77
 852,          3367,             407,              8,     18598,        1204,         36,     362526,          407,         564,    32990,       8109,       116
 853,          3372,             408,              9,     18557,        1192,         41,     363378,          408,         284,    33039,       8122,        77
 854,          3375,             408,              8,     18601,        1199,         37,     364231,          408,         283,    33085,       8131,        77
 855,          3378,             408,              8,     18710,        1220,         38,     365085,          408,         281,    33129,       8144,        78
 856,          3381,             408,              8,     18778,        1229,         36,     365940,          408,         284,    33161,       8150,        76
 857,          3386,             409,              8,     18699,        1213,         37,     366796,          409,         283,    33208,       8166,        76
 858,          3391,             410,              8,     18787,        1227,         37,     367653,          410,         283,    33257,       8178,        77
 859,          3396,             411,              8,     18749,        1207,         37,     368511,          411,         284,    33298,       8186,       251
 860,          3401,             412,              9,     18789,        1209,         40,     369370,          412,         288,    33335,       8194,        78
 861,          3404,             412,              8,     18890,        1236,         38,     370230,          412,         297,    33379,       8208,        80
 862,          3407,             412,              9,     18861,        1225,         37,     371091,          412,         286,    33449,       8226,        77
 863,          3410,             412,              8,     18873,        1221,         38,     371953,          412,         286,    33500,       8241,        77
 864,          3413,             412,              8,     18962,        1234,         38,     372816,          412,         290,    33511,       8238,        78
 865,          3418,             413,              8,     18913,        1223,         36,     373680,          413,         290,    33552,       8248,        78
 866,          3423,             414,              8,     18985,        1232,         36,     374545,          414,         291,    33616,       8268,        79
 867,          3432,             417,              8,     19034,        1245,         38,     375411,          417,         289,    33647,       8275,        77
 868,          3435,             417,              8,     19059,        1246,         37,     376278,          417,         302,    33696,       8284,        78
 869,          3438,             417,              8,     19097,        1250,         37,     377146,          417,         292,    33730,       8294,        78
 870,          3441,             417,              8,     19055,        1234,         36,     378015,          417,         293,    33806,       8317,        78
 871,          3444,             417,              8,     19085,        1237,         38,     378885,          417,         295,    33836,       8322,        78
 872,          3449,             418,              8,     19108,        1238,         37,     379756,          418,         293,    33855,       8322,        78
 873,          3452,             418,              8,     19103,        1229,         37,     380628,          418,         293,    33874,       8325,        79
 874,          3455,             418,              8,     19093,        1233,         37,     381501,          418,         301,    33942,       8345,        78
 875,          3458,             418,              8,     19198,        1247,         39,     382375,          418,         294,    33999,       8360,        78
 876,          3461,             418,              8,     19224,        1246,         38,     383250,          418,         295,    34046,       8372,        79
 877,          3466,             419,              8,     19220,        1245,         38,     384126,          419,         295,    34085,       8381,        78
 878,          3471,             420,              8,     19241,        1245,         37,     385003,          420,         296,    34143,       8397,        79
 879,          3474,             420,              8,     19204,        1242,         38,     385881,          420,         297,    34179,       8406,        78
 880,          3477,             420,              9,     19265,        1250,         40,     386760,          420,         318,    34212,       8412,        80
 881,          3482,             421,              9,     19388,        1264,         39,     387640,          421,         306,    34253,       8422,        79
 882,          3485,             421,              9,     19358,        1254,         39,     388521,          421,         302,    34314,       8440,        79
 883,          3488,             421,              8,     19497,        1273,         39,     389403,          421,         301,    34342,       8444,        79
 884,          3491,             421,              9,     19475,        1266,         39,     390286,          421,         303,    34396,       8459,        79
 885,          3496,             422,              8,     19546,        1269,         39,     391170,          422,         303,    34441,       8471,        80
 886,          3499,             422,              9,     19527,        1267,         43,     392055,          422,         307,    34481,       8478,        81
 887,          3502,             422,              9,     19432,        1262,         40,     392941,          422,         304,    34533,       8493,        80
 888,          3505,             422,              9,     19443,        1261,         38,     393828,          422,         305,    34579,       8506,        80
 889,          3508,             422,              8,     19467,        1253,         38,     394716,          422,         306,    34607,       8509,        79
 890,          3511,             422,              8,     19472,        1253,         38,     395605,          422,         304,    34650,       8520,        80
 891,          3514,             422,              8,     19547,        1259,         40,     396495,          422,         307,    34701,       8535,       128
 892,          3517,             422,              9,     19521,        1253,         39,     397386,          422,         308,    34744,       8543,        79
 893,          3520,             422,              9,     19569,        1264,         39,     398278,          422,         306,    34808,       8562,        81
 894,          3525,             423,              9,     19613,        1272,         38,     399171,          423,         309,    34826,       8564,        80
 895,          3530,             424,              9,     19732,        1271,         39,     400065,          424,         309,    34879,       8577,        80
 896,          3537,             426,              8,     19764,        1273,         38,     400960,          426,         311,    34924,       8587,        81
 897,          3540,             426,              9,     19745,        1280,         38,     401856,          426,         311,    34948,       8591,        81
 898,          3543,             426,              9,     19755,        1277,         40,     402753,          426,         312,    34985,       8598,        81
 899,          3548,             427,              9,     19761,        1279,         38,     403651,          427,         313,    35058,       8621,        82
 900,          3551,             427,              8,     19756,        1276,         37,     404550,          427,         313,    35086,       8626,        82
 901,          3554,             427,              9,     19805,        1278,         38,     405450,          427,         313,    35133,       8636,        81
 902,          3557,             427,              8,     19846,        1286,         37,     406351,          427,         314,    35199,       8658,        81
 903,          3562,             428,              9,     19848,        1268,         40,     407253,          428,         391,    35221,       8660,        82
 904,          3565,             428,              9,     19888,        1275,         40,     408156,          428,         317,    35273,       8675,        82
 905,          3568,             428,              9,     19981,        1298,         43,     409060,          428,         316,    35288,       8675,        82
 906,          3571,             428,              9,     19974,        1293,         40,     409965,          428,         317,    35354,       8693,        82
 907,          3574,             428,              9,     19991,        1295,         39,     410871,          428,         330,    35389,       8701,        82
 908,          3577,             428,              9,     20009,        1297,         38,     411778,          428,         316,    35439,       8713,        82
 909,          3584,             430,              9,     20066,        1306,         40,     412686,          430,         320,    35482,       8725,        83
 910,          3593,             433,              9,     20088,        1306,         39,     413595,          433,         320,    35525,       8734,        84
 911,          3596,             433,              9,     20038,        1288,         43,     414505,          433,         321,    35579,       8750,        83
 912,          3599,             433,              9,     20059,        1289,         39,     415416,          433,         321,    35630,       8763,        83
 913,          3604,             434,              9,     20105,        1291,         40,     416328,          434,         320,    35666,       8770,        82
 914,          3607,             434,              9,     20146,        1297,         39,     417241,          434,         392,    35709,       8782,        83
 915,          3610,             434,             10,     20095,        1294,         42,     418155,          434,         324,    35758,       8795,        84
 916,          3613,             434,              9,     20167,        1303,         40,     419070,          434,         324,    35789,       8804,        83
 917,          3616,             434,              9,     20074,        1274,         40,     419986,          434,         322,    35838,       8815,        83
 918,          3619,             434,              9,     20101,        1272,         38,     420903,          434,         325,    35882,       8825,        83
 919,          3624,             435,              9,     20262,        1314,         38,     421821,          435,         330,    35931,       8838,        83
 920,          3627,             435,              9,     20299,        1316,         39,     422740,          435,         327,    35950,       8840,        83
 921,          3630,             435,             10,     20231,        1287,         48,     423660,          435,         331,    36022,       8859,        85
 922,          3635,             436,              9,     20167,        1277,         40,     424581,          436,         328,    36039,       8861,        83
 923,          3638,             436,              9,     20372,        1310,         42,     425503,          436,         329,    36092,       8871,        83
 924,          3641,             436,              9,     20430,        1316,         40,     426426,          436,         329,    36137,       8884,        84
 925,          3644,             436,              9,     20323,        1294,         39,     427350,          436,         330,    36175,       8894,        84
 926,          3649,             437,              9,     20431,        1314,         40,     428275,          437,         331,    36227,       8909,        84
 927,          3652,             437,              9,     20439,        1309,         39,     429201,          437,         329,    36261,       8914,        84
 928,          3655,             437,              9,     20477,        1314,         39,     430128,          437,         333,    36297,       8921,        83
 929,          3658,             437,             10,     20435,        1304,         44,     431056,          437,         334,    36334,       8930,        84
 930,          3665,             439,              9,     20543,        1320,         41,     431985,          439,         334,    36360,       8934,        84
 931,          3674,             442,              9,     20462,        1304,         40,     432915,          442,         334,    36415,       8949,        84
 932,          3677,             442,              9,     20503,        1307,         38,     433846,          442,         333,    36492,       8973,        85
 933,          3680,             442,              9,     20524,        1303,         39,     434778,          442,         333,    36519,       8977,        84
 934,          3685,             443,              9,     20617,        1323,         40,     435711,          443,         334,    36569,       8989,        84
 935,          3688,             443,              9,     20626,        1322,         42,     436645,          443,         335,    36620,       9003,        84
 936,          3691,             443,              9,     20692,        1330,         40,     437580,          443,         336,    36645,       9005,        94
 937,          3694,             443,              9,     20725,        1334,         40,     438516,          443,         339,    36666,       9008,        84
 938,          3697,             443,              9,     20782,        1339,         41,     439453,          443,         339,    36726,       9025,        84
 939,          3700,             443,              9,     20745,        1326,         40,     440391,          443,         340,    36781,       9039,        85
 940,          3705,             444,              9,     20753,        1325,         39,     441330,          444,         338,    36836,       9055,        85
 941,          3712,             446,              9,     20745,        1325,         39,     442270,          446,         341,    36868,       9062,        84
 942,          3719,             448,              9,     20766,        1323,         38,     443211,          448,         342,    36914,       9073,        85
 943,          3722,             448,              9,     20788,        1320,         40,     444153,          448,         343,    36949,       9080,        86
 944,          3725,             448,              9,     20869,        1330,         39,     445096,          448,         344,    36994,       9093,        85
 945,          3730,             449,              9,     20840,        1320,         40,     446040,          449,         345,    37032,       9102,        85
 946,          3733,             449,              9,     20889,        1328,         40,     446985,          449,         345,    37093,       9119,        87
 947,          3736,             449,              9,     20890,        1327,         41,     447931,          449,         346,    37134,       9129,        86
 948,          3741,             450,             10,     20936,        1330,         45,     448878,          450,         346,    37152,       9130,        86
 949,          3746,             451,              9,     20975,        1328,         42,     449826,          451,         347,    37211,       9145,        86
 950,          3749,             451,              9,     20993,        1329,         41,     450775,          451,         406,    37269,       9161,        86
 951,          3752,             451,              9,     21011,        1333,         42,     451725,          451,         433,    37310,       9172,       118
 952,          3755,             451,             29,     21035,        1337,         41,     452676,          451,         953,    37350,       9181,        87
 953,          3758,             451,             10,     21047,        1329,         45,     453628,          451,         351,    37383,       9189,       323
 954,          3761,             451,              9,     21125,        1340,         43,     454581,          451,         352,    37425,       9198,        87
 955,          3764,             451,              9,     21013,        1332,         42,     455535,          451,         349,    37473,       9211,        87
 956,          3769,             452,              9,     21146,        1347,         46,     456490,          452,         642,    37536,       9229,        87
 957,          3772,             452,             10,     21146,        1343,         44,     457446,          452,         353,    37564,       9233,        87
 958,          3777,             453,             10,     21201,        1347,         42,     458403,          453,         555,    37615,       9247,        87
 959,          3780,             453,              9,     21223,        1347,         43,     459361,          453,         352,    37647,       9253,        87
 960,          3783,             453,              9,     21242,        1349,         42,     460320,          453,         355,    37669,       9255,        86
 961,          3786,             453,              9,     21273,        1351,         43,     461280,          453,         353,    37736,       9276,        87
 962,          3789,             453,              9,     21281,        1349,         42,     462241,          453,         512,    37781,       9285,        86
 963,          3792,             453,              9,     21349,        1351,         44,     463203,          453,         358,    37808,       9289,        89
 964,          3795,             453,              9,     21345,        1350,         41,     464166,          453,         358,    37851,       9302,        88
 965,          3798,             453,              9,     21406,        1358,         43,     465130,          453,         356,    37899,       9313,        88
 966,          3801,             453,             10,     21471,        1365,         46,     466095,          453,         360,    37937,       9322,        88
 967,          3804,             453,              9,     21400,        1348,         43,     467061,          453,         360,    37993,       9338,        88
 968,          3809,             454,              9,     21468,        1361,         42,     468028,          454,         370,    38045,       9351,       107
 969,          3814,             455,             10,     21589,        1382,         46,     468996,          455,         362,    38052,       9350,        88
 970,          3819,             456,              9,     21614,        1383,         43,     469965,          456,         363,    38116,       9367,        88
 971,          3822,             456,             10,     21497,        1361,         42,     470935,          456,         360,    38165,       9379,        88
 972,          3825,             456,              9,     21513,        1359,         45,     471906,          456,         365,    38220,       9394,        89
 973,          3830,             457,             10,     21659,        1385,         44,     472878,          457,         364,    38257,       9400,        89
 974,          3833,             457,             13,     21704,        1390,         43,     473851,          457,         368,    38308,       9416,        89
 975,          3838,             458,              9,     21635,        1373,         42,     474825,          458,         366,    38320,       9416,        88
 976,          3841,             458,              9,     21649,        1367,         42,     475800,          458,         440,    38387,       9435,        89
 977,          3844,             458,             10,     21800,        1403,         46,     476776,          458,         368,    38406,       9438,        89
 978,          3847,             458,              9,     21846,        1407,         45,     477753,          458,         369,    38474,       9456,        89
 979,          3852,             459,              9,     21805,        1392,         43,     478731,          459,         369,    38522,       9469,        89
 980,          3855,             459,              9,     21739,        1385,         42,     479710,          459,         369,    38564,       9477,        89
 981,          3864,             462,              9,     21798,        1391,         42,     480690,          462,         370,    38604,       9486,        89
 982,          3867,             462,              9,     21864,        1400,         42,     481671,          462,         368,    38627,       9492,        89
 983,          3870,             462,              9,     21899,        1397,         43,     482653,          462,         371,    38691,       9510,        90
 984,          3873,             462,              9,     21894,        1394,         43,     483636,          462,         372,    38740,       9523,        89
 985,          3878,             463,             10,     21901,        1397,         43,     484620,          463,         373,    38774,       9529,        89
 986,          3881,             463,             10,     21922,        1398,         43,     485605,          463,         374,    38833,       9547,        90
 987,          3884,             463,              9,     22015,        1411,         43,     486591,          463,         372,    38868,       9553,        89
 988,          3887,             463,              9,     22008,        1405,         42,     487578,          463,         376,    38902,       9560,        94
 989,          3890,             463,             12,     21997,        1404,         46,     488566,          463,         376,    38939,       9570,        90
 990,          3893,             463,             10,     22028,        1403,         44,     489555,          463,         377,    38989,       9581,        90
 991,          3896,             463,             10,     22096,        1405,         44,     490545,          463,         378,    39044,       9598,        89
 992,          3899,             463,             10,     22077,        1402,         42,     491536,          463,         379,    39090,       9609,        90
 993,          3904,             464,              9,     22046,        1395,         42,     492528,          464,         377,    39139,       9624,        91
 994,          3907,             464,              9,     22091,        1401,         43,     493521,          464,         380,    39184,       9633,        90
 995,          3910,             464,              9,     22132,        1399,         43,     494515,          464,         380,    39207,       9636,        91
 996,          3913,             464,             10,     22124,        1396,         44,     495510,          464,         381,    39270,       9653,        95
 997,          3916,             464,             11,     22143,        1404,         47,     496506,          464,         383,    39310,       9664,        89
 998,          3919,             464,             10,     22214,        1411,         47,     497503,          464,         384,    39345,       9672,        91
 999,          3926,             466,             10,     22312,        1420,         46,     498501,          466,         431,    39354,       9670,        91
1000,          3931,             467,             10,     22348,        1425,         44,     499500,          467,         391,    39422,       9687,        91
