   n, insertion_cmp, insertion_swaps, insertion_time, quick_cmp, quick_swaps, quick_time, bubble_cmp, bubble_swaps, bubble_time, heap_cmp, heap_swaps, heap_time
   0,             1,               0,              2,         1,           0,          1,          0,            0,           0,        5,          0,         1
   1,             1,               0,              0,         1,           0,          1,          0,            0,           0,        8,          1,         2
   2,             4,               0,              1,        11,           2,         15,          1,            0,           0,       17,          3,        13
   3,            10,               2,              1,        21,           4,         12,          3,            2,          15,       24,          5,         6
   4,            13,               2,              3,        30,           5,         22,          6,            2,           0,       40,          9,         3
   5,            16,               2,              2,        51,           8,         24,         10,            2,           1,       50,         11,         3
   6,            19,               2,              2,        60,           9,          2,         15,            2,           1,       62,         13,         3
   7,            22,               2,              2,        62,          10,          2,         21,            2,           1,       74,         16,         5
   8,            25,               2,              2,        67,          10,          2,         28,            2,           1,       96,         22,         4
   9,            28,               2,              2,        78,          11,          3,         36,            2,           1,      113,         26,         5
  10,            31,               2,              2,        91,          13,          3,         45,            2,           1,      131,         30,         4
  11,            34,               2,              2,       115,          16,          2,         55,            2,           1,      148,         34,         4
  12,            39,               3,              3,       130,          18,          3,         66,            3,           1,      168,         39,         5
  13,            42,               3,              2,       141,          19,          2,         78,            3,           1,      185,         43,         5
  14,            45,               3,              2,       153,          20,          3,         91,            3,           1,      205,         48,         5
  15,            48,               3,              2,       158,          21,          3,        105,            3,           2,      221,         52,         5
  16,            51,               3,              2,       174,          23,          3,        120,            3,           2,      244,         58,         5
  17,            56,               4,              2,       173,          22,          3,        136,            4,           2,      266,         63,         5
  18,            59,               4,              2,       193,          24,          3,        153,            4,           2,      290,         69,        14
  19,            62,               4,              2,       212,          26,          3,        171,            4,           2,      313,         75,         5
  20,            67,               5,              2,       218,          27,          4,        190,            5,           3,      339,         82,         7
  21,            72,               6,              3,       249,          30,          4,        210,            6,           3,      360,         87,         6
  22,            75,               6,              3,       262,          31,          4,        231,            6,           3,      380,         91,         8
  23,            78,               6,              3,       265,          31,          4,        253,            6,           3,      403,         97,         7
  24,            81,               6,              3,       285,          34,          4,        276,            6,           3,      425,        102,         7
  25,            84,               6,              3,       305,          36,          4,        300,            6,           3,      448,        108,         7
  26,            89,               7,              3,       322,          38,          4,        325,            7,           3,      470,        113,         7
  27,            94,               8,              3,       333,          38,          4,        351,            8,           4,      491,        118,         7
  28,           101,              10,              3,       343,          38,          4,        378,           10,           4,      515,        124,         7
  29,           104,              10,              3,       358,          41,          4,        406,           10,           4,      538,        130,         8
  30,           107,              10,              3,       374,          42,          4,        435,           10,           5,      564,        137,        14
  31,           112,              11,              5,       393,          44,          6,        465,           11,           5,      585,        142,         9
  32,           115,              11,              4,       416,          47,          6,        496,           11,           6,      611,        148,         9
  33,           118,              11,              4,       416,          45,          5,        528,           11,         107,      637,        154,         9
  34,           121,              11,              4,       434,          47,          5,        561,           11,           6,      672,        164,        13
  35,           126,              12,              6,       435,          48,          7,        595,           12,           7,      691,        167,        11
  36,           129,              12,              4,       443,          48,          5,        630,           12,           7,      727,        177,        11
  37,           132,              12,              4,       485,          53,          5,        666,           12,           7,      748,        181,        10
  38,           135,              12,              4,       497,          54,          5,        703,           12,           2,      772,        187,        12
  39,           138,              12,              5,       502,          53,          7,        741,           12,           1,      802,        195,        11
  40,           143,              13,              4,       526,          56,          6,        780,           13,           1,      822,        198,        13
  41,           146,              13,              5,       546,          57,          7,        820,           13,           2,      851,        206,        13
  42,           149,              13,              5,       564,          59,          8,        861,           13,           2,      880,        214,        13
  43,           152,              13,              5,       571,          59,          7,        903,           13,           2,      909,        222,        13
  44,           155,              13,              5,       579,          59,          7,        946,           13,           2,      935,        228,        15
  45,           158,              13,              5,       589,          59,         10,        990,           13,           2,      960,        234,        26
  46,           161,              13,              5,       625,          63,          7,       1035,           13,           2,      993,        242,        15
  47,           166,              14,              5,       616,          62,          7,       1081,           14,           2,     1014,        247,        14
  48,           171,              15,              6,       637,          64,          8,       1128,           15,           2,     1045,        255,        11
  49,           174,              15,              6,       686,          70,          8,       1176,           15,           2,     1070,        260,         9
  50,           177,              15,              6,       696,          70,          8,       1225,           15,           2,     1104,        270,        10
  51,           182,              16,             10,       707,          72,          9,       1275,           16,           2,     1123,        273,         9
  52,           187,              17,              6,       736,          76,          9,       1326,           17,           2,     1154,        280,         9
  53,           194,              19,              6,       726,          72,          8,       1378,           19,           2,     1180,        287,         9
  54,           201,              21,              7,       774,          80,         10,       1431,           21,           2,     1206,        293,         9
  55,           204,              21,              6,       801,          83,         10,       1485,           21,           2,     1231,        300,         9
  56,           207,              21,              6,       808,          82,          9,       1540,           21,           5,     1264,        308,        10
  57,           210,              21,              7,       803,          78,         13,       1596,           21,           2,     1287,        312,        64
  58,           213,              21,              6,       817,          79,          9,       1653,           21,           2,     1314,        320,         9
  59,           216,              21,              6,       833,          82,          9,       1711,           21,           2,     1340,        327,         9
  60,           219,              21,              6,       877,          88,        109,       1770,           21,           3,     1370,        334,      1346
  61,           222,              21,              7,       870,          86,         12,       1830,           21,           3,     1394,        339,        27
  62,           225,              21,              7,       872,          84,         10,       1891,           21,           3,     1422,        346,        13
  63,           228,              21,              7,       893,          86,         10,       1953,           21,           3,     1447,        352,        10
  64,           233,              22,              9,       917,          88,          9,       2016,           22,           2,     1467,        355,        12
  65,           236,              22,              7,       947,          92,         10,       2080,           22,           3,     1498,        363,        10
  66,           239,              22,             14,       978,          95,         21,       2145,           22,           3,     1545,        377,        14
  67,           242,              22,              7,       976,          93,          9,       2211,           22,           3,     1572,        383,        10
  68,           247,              23,              8,       993,          95,         10,       2278,           23,           3,     1608,        392,        11
  69,           254,              25,              7,       999,          93,         10,       2346,           25,           3,     1636,        398,        10
  70,           263,              28,              8,      1023,          96,          9,       2415,           28,           3,     1670,        407,        10
  71,           272,              31,              8,      1046,         100,         10,       2485,           31,           3,     1697,        413,        10
  72,           275,              31,              8,      1061,         101,          9,       2556,           31,           3,     1734,        423,        10
  73,           278,              31,              8,      1045,          97,          9,       2628,           31,           3,     1757,        427,        10
  74,           281,              31,              8,      1082,         101,         11,       2701,           31,           4,     1796,        437,        12
  75,           284,              31,             14,      1137,         106,         13,       2775,           31,           4,     1824,        445,        12
  76,           287,              31,              9,      1155,         110,         12,       2850,           31,           4,     1859,        453,        12
  77,           290,              31,              8,      1124,         103,         11,       2926,           31,           3,     1885,        459,        14
  78,           295,              32,              8,      1150,         107,         10,       3003,           32,           3,     1920,        468,        11
  79,           302,              34,              9,      1187,         112,         10,       3081,           34,           3,     1953,        476,        12
  80,           305,              34,              9,      1224,         116,         13,       3160,           34,           3,     1987,        484,        11
  81,           308,              34,              9,      1221,         112,         11,       3240,           34,           4,     2008,        488,        13
  82,           311,              34,             10,      1239,         114,         13,       3321,           34,           4,     2036,        494,        12
  83,           316,              35,             10,      1290,         122,         23,       3403,           35,           4,     2081,        507,        13
  84,           319,              35,             11,      1302,         122,         12,       3486,           35,           4,     2104,        511,        12
  85,           326,              37,              9,      1306,         120,         12,       3570,           37,           4,     2131,        517,        12
  86,           335,              40,              9,      1330,         122,         12,       3655,           40,           4,     2166,        526,        12
  87,           338,              40,             10,      1332,         123,         12,       3741,           40,           5,     2197,        534,        14
  88,           341,              40,             11,      1358,         125,         15,       3828,           40,           5,     2229,        542,        14
  89,           344,              40,             11,      1359,         123,         13,       3916,           40,           4,     2250,        546,        13
  90,           347,              40,             10,      1397,         128,         12,       4005,           40,           4,     2293,        558,        15
  91,           352,              41,             11,      1390,         126,         14,       4095,           41,           5,     2324,        565,        17
  92,           355,              41,             12,      1427,         129,         13,       4186,           41,           5,     2360,        575,        13
  93,           358,              41,             11,      1416,         125,         13,       4278,           41,           5,     2386,        580,        13
  94,           361,              41,             10,      1448,         128,         13,       4371,           41,           5,     2423,        590,       205
  95,           364,              41,             10,      1498,         134,         15,       4465,           41,           5,     2460,        600,        14
  96,           367,              41,             10,      1478,         129,         13,       4560,           41,           5,     2476,        601,        14
  97,           376,              44,             10,      1492,         133,         13,       4656,           44,           5,     2503,        609,        13
  98,           387,              48,             11,      1527,         136,         15,       4753,           48,           5,     2535,        616,        14
  99,           390,              48,             13,      1563,         142,         16,       4851,           48,           5,     2586,        631,        14
 100,           393,              48,             11,      1571,         142,         16,       4950,           48,           6,     2611,        636,        34
 101,           396,              48,             11,      1646,         148,         15,       5050,           48,           6,     2637,        640,        17
 102,           399,              48,             13,      1653,         147,         16,       5151,           48,           6,     2684,        654,        16
 103,           402,              48,             11,      1665,         150,         16,       5253,           48,          20,     2706,        659,        15
 104,           405,              48,             12,      1686,         151,         15,       5356,           48,           6,     2750,        672,        15
 105,           408,              48,             11,      1708,         155,         15,       5460,           48,           6,     2771,        675,       143
 106,           411,              48,             18,      1695,         150,         21,       5565,           48,           7,     2808,        686,        15
 107,           416,              49,             13,      1692,         151,        238,       5671,           49,           6,     2839,        693,        15
 108,           421,              50,             12,      1715,         153,         15,       5778,           50,           6,     2871,        701,        14
 109,           430,              53,             13,      1785,         160,         16,       5886,           53,           6,     2900,        708,        16
 110,           437,              55,             12,      1791,         162,         17,       5995,           55,           7,     2932,        716,        14
 111,           440,              55,             12,      1802,         162,         17,       6105,           55,           7,     2963,        724,        18
 112,           443,              55,             12,      1824,         163,         20,       6216,           55,           7,     2998,        733,        17
 113,           448,              56,             21,      1864,         166,         17,       6328,           56,           7,     3021,        736,        15
 114,           453,              57,             13,      1870,         165,         18,       6441,           57,           7,     3053,        744,        56
 115,           462,              60,             14,      1848,         159,         18,       6555,           60,           7,     3089,        755,        16
 116,           465,              60,             14,      1871,         161,         16,       6670,           60,           7,     3116,        759,        15
 117,           468,              60,             14,      1903,         167,         17,       6786,           60,           7,     3150,        769,        15
 118,           471,              60,             14,      1923,         166,         19,       6903,           60,           8,     3178,        775,        17
 119,           478,              62,             11,      1932,         166,         17,       7021,           62,           7,     3217,        787,        16
 120,           481,              62,              4,      1941,         165,         18,       7140,           62,           8,     3239,        790,        25
 121,           484,              62,              4,      2018,         180,         19,       7260,           62,           8,     3277,        801,        17
 122,           487,              62,              4,      2013,         178,         19,       7381,           62,           8,     3306,        806,        17
 123,           490,              62,              4,      2026,         176,         20,       7503,           62,           8,     3331,        812,        18
 124,           493,              62,              4,      2037,         175,         20,       7626,           62,           9,     3363,        821,        26
 125,           496,              62,              5,      2026,         173,         19,       7750,           62,           9,     3394,        829,        14
 126,           499,              62,              5,      2053,         176,         26,       7875,           62,           9,     3424,        836,        12
 127,           502,              62,              4,      2074,         176,         21,       8001,           62,           9,     3455,        842,        12
 128,           505,              62,              4,      2079,         174,         19,       8128,           62,          10,     3486,        851,        14
 129,           512,              64,              5,      2107,         180,         20,       8256,           64,           9,     3518,        859,        14
 130,           515,              64,              5,      2159,         184,         21,       8385,           64,           9,     3564,        872,        14
 131,           518,              64,              5,      2196,         190,         21,       8515,           64,           9,     3598,        878,        12
 132,           521,              64,              4,      2186,         187,         18,       8646,           64,           9,     3633,        886,        12
 133,           526,              65,              4,      2205,         188,         19,       8778,           65,           9,     3669,        897,        12
 134,           529,              65,              4,      2228,         190,         21,       8911,           65,           9,     3705,        906,        12
 135,           532,              65,              5,      2291,         195,         21,       9045,           65,          10,     3735,        912,        13
 136,           535,              65,              4,      2299,         195,         20,       9180,           65,           9,     3786,        927,        13
 137,           538,              65,              4,      2317,         197,         21,       9316,           65,           9,     3807,        930,        12
 138,           541,              65,              4,      2324,         196,         20,       9453,           65,           9,     3861,        945,        12
 139,           544,              65,              4,      2379,         201,         22,       9591,           65,           9,     3896,        954,        12
 140,           547,              65,              5,      2351,         197,         22,       9730,           65,          10,     3926,        961,        14
 141,           550,              65,              4,      2345,         196,         20,       9870,           65,          10,     3951,        965,        13
 142,           553,              65,              5,      2396,         202,         22,      10011,           65,          11,     3992,        976,        14
 143,           560,              67,              5,      2360,         196,         21,      10153,           67,          10,     4024,        984,        14
 144,           563,              67,              5,      2393,         200,         25,      10296,           67,          14,     4057,        991,        14
 145,           566,              67,              5,      2415,         203,         22,      10440,           67,          11,     4102,       1004,        18
 146,           571,              68,              5,      2465,         210,         21,      10585,           68,          11,     4142,       1015,        13
 147,           574,              68,              5,      2436,         202,         21,      10731,           68,          10,     4171,       1020,        13
 148,           577,              68,              5,      2425,         197,         20,      10878,           68,          10,     4203,       1028,        13
 149,           580,              68,              5,      2514,         210,         24,      11026,           68,          11,     4229,       1034,        15
 150,           585,              69,              5,      2489,         205,        755,      11175,           69,          12,     4277,       1047,        15
 151,           590,              70,              5,      2588,         216,         26,      11325,           70,          11,     4313,       1055,        14
 152,           593,              70,              5,      2609,         217,         24,      11476,           70,          11,     4360,       1069,        14
 153,           596,              70,              5,      2565,         214,         24,      11628,           70,          12,     4378,       1070,        15
 154,           599,              70,              5,      2617,         218,         22,      11781,           70,          11,     4427,       1084,        14
 155,           602,              70,              5,      2614,         215,         27,      11935,           70,          12,     4449,       1088,        16
 156,           605,              70,              7,      2642,         219,         23,      12090,           70,          12,     4489,       1097,        15
 157,           608,              70,              5,      2706,         227,         24,      12246,           70,          12,     4529,       1108,        14
 158,           611,              70,              5,      2713,         226,         23,      12403,           70,          12,     4574,       1122,        14
 159,           616,              71,           1191,      2691,         224,         25,      12561,           71,          13,     4588,       1122,        16
 160,           619,              71,              5,      2703,         224,         23,      12720,           71,          13,     4626,       1130,        38
 161,           622,              71,              6,      2769,         232,         30,      12880,           71,          13,     4669,       1142,        16
 162,           627,              72,              5,      2813,         238,         25,      13041,           72,          13,     4697,       1147,        16
 163,           630,              72,              5,      2812,         234,         24,      13203,           72,          13,     4738,       1160,        17
 164,           633,              72,              5,      2838,         237,         27,      13366,           72,          13,     4786,       1173,        15
 165,           638,              73,              5,      2837,         234,         25,      13530,           73,          13,     4813,       1179,        14
 166,           645,              75,              5,      2851,         234,         25,      13695,           75,          13,     4846,       1187,        14
 167,           654,              78,              5,      2885,         240,         29,      13861,           78,          14,     4874,       1193,        18
 168,           665,              82,              6,      2912,         241,         28,      14028,           82,          14,     4913,       1203,        16
 169,           668,              82,              5,      2952,         246,         26,      14196,           82,          14,     4945,       1209,        17
 170,           671,              82,              6,      2978,         248,         28,      14365,           82,          14,     4983,       1219,        42
 171,           674,              82,              5,      2980,         247,         28,      14535,           82,          14,     5019,       1229,        16
 172,           677,              82,              5,      2949,         240,         26,      14706,           82,          14,     5056,       1238,        16
 173,           680,              82,              6,      2984,         240,         28,      14878,           82,          15,     5079,       1240,        18
 174,           683,              82,              6,      3009,         245,         27,      15051,           82,          15,     5125,       1254,        17
 175,           688,              83,              6,      2998,         242,         26,      15225,           83,          14,     5159,       1263,        16
 176,           691,              83,              5,      3016,         243,         27,      15400,           83,          14,     5191,       1269,        16
 177,           694,              83,              5,      3073,         250,         26,      15576,           83,          14,     5224,       1279,        15
 178,           699,              84,              5,      3090,         253,         26,      15753,           84,          14,     5254,       1284,        16
 179,           702,              84,              5,      3115,         255,         31,      15931,           84,          16,     5299,       1298,        18
 180,           705,              84,              6,      3124,         253,         65,      16110,           84,          15,     5344,       1310,        18
 181,           708,              84,            239,      3136,         255,         29,      16290,           84,          16,     5365,       1312,        19
 182,           711,              84,              6,      3150,         255,         29,      16471,           84,          16,     5396,       1319,        17
 183,           714,              84,              6,      3188,         261,         29,      16653,           84,          16,     5428,       1327,        19
 184,           719,              85,              6,      3200,         262,         30,      16836,           85,          16,     5466,       1336,        17
 185,           724,              86,              6,      3236,         260,         28,      17020,           86,          16,     5509,       1348,        17
 186,           731,              88,              6,      3293,         265,         28,      17205,           88,          16,     5542,       1356,        16
 187,           736,              89,              6,      3268,         259,         28,      17391,           89,          16,     5575,       1362,        17
 188,           739,              89,              7,      3297,         261,         28,      17578,           89,          16,     5620,       1376,        17
 189,           742,              89,              6,      3344,         264,         31,      17766,           89,          16,     5652,       1383,        16
 190,           745,              89,              6,      3314,         263,         28,      17955,           89,          16,     5696,       1394,        16
 191,           750,              90,              6,      3335,         269,         28,      18145,           90,          18,     5722,       1400,        19
 192,           757,              92,              6,      3365,         271,         32,      18336,           92,          18,     5751,       1406,        20
 193,           766,              95,              7,      3388,         267,         31,      18528,           95,          18,     5787,       1415,        20
 194,           777,              99,              7,      3415,         274,         31,      18721,           99,          18,     5827,       1425,        19
 195,           780,              99,              9,      3435,         275,         31,      18915,           99,          18,     5858,       1432,        20
 196,           783,              99,              6,      3454,         274,         31,      19110,           99,          18,     5892,       1441,        18
 197,           786,              99,              6,      3432,         273,         31,      19306,           99,          18,     5923,       1447,        18
 198,           789,              99,              6,      3459,         274,         29,      19503,           99,          18,     5962,       1458,        18
 199,           792,              99,              7,      3530,         284,         32,      19701,           99,          19,     5998,       1466,        20
 200,           795,              99,              6,      3543,         283,         30,      19900,           99,          19,     6033,       1474,        20
 201,           798,              99,              6,      3543,         287,         31,      20100,           99,          18,     6051,       1478,        19
 202,           803,             100,              6,      3600,         291,         32,      20301,          100,          18,     6095,       1489,        18
 203,           806,             100,              6,      3642,         294,         32,      20503,          100,          19,     6132,       1498,        19
 204,           809,             100,              6,      3664,         296,         31,      20706,          100,          19,     6177,       1511,        19
 205,           812,             100,              7,      3674,         292,         34,      20910,          100,          19,     6204,       1516,        18
 206,           817,             101,              6,      3699,         292,         31,      21115,          101,          19,     6252,       1530,        18
 207,           820,             101,            326,      3695,         295,         34,      21321,          101,          20,     6282,       1536,        64
 208,           827,             103,              7,      3722,         298,         88,      21528,          103,          20,     6332,       1551,        23
 209,           830,             103,              7,      3776,         303,         34,      21736,          103,          21,     6360,       1556,        22
 210,           833,             103,              7,      3766,         300,         32,      21945,          103,          21,     6398,       1566,        20
 211,           836,             103,              7,      3837,         309,         33,      22155,          103,          20,     6427,       1572,        20
 212,           839,             103,              7,      3841,         307,         32,      22366,          103,          21,     6463,       1581,        21
 213,           842,             103,              7,      3816,         306,         35,      22578,          103,          21,     6489,       1586,        20
 214,           845,             103,              7,      3843,         303,         33,      22791,          103,          20,     6534,       1599,        20
 215,           848,             103,              7,      3856,         303,         32,      23005,          103,          20,     6572,       1608,        19
 216,           851,             103,              9,      3872,         309,         34,      23220,          103,          21,     6596,       1613,        19
 217,           854,             103,              7,      3898,         310,         33,      23436,          103,          21,     6632,       1623,        20
 218,           859,             104,              7,      3959,         317,         34,      23653,          104,          22,     6665,       1629,        22
 219,           862,             104,              7,      3894,         307,         37,      23871,          104,          22,     6715,       1644,        70
 220,           865,             104,              7,      3905,         306,         36,      24090,          104,          22,     6755,       1654,        23
 221,           868,             104,              7,      4031,         318,         37,      24310,          104,          23,     6784,       1660,      1282
 222,           875,             106,              8,      4008,         319,         36,      24531,          106,          23,     6819,       1669,        22
 223,           878,             106,              7,      4038,         320,         34,      24753,          106,          22,     6858,       1679,        21
 224,           881,             106,              7,      4065,         324,         36,      24976,          106,          22,     6891,       1687,        21
 225,           886,             107,              7,      4088,         326,         34,      25200,          107,          22,     6922,       1695,        20
 226,           889,             107,              7,      4102,         327,         34,      25425,          107,          22,     6963,       1704,        23
 227,           892,             107,              7,      4105,         321,         36,      25651,          107,          24,     7003,       1715,        22
 228,           895,             107,              7,      4127,         323,         36,      25878,          107,          23,     7035,       1722,        22
 229,           898,             107,              7,      4147,         329,         36,      26106,          107,          24,     7075,       1732,        21
 230,           903,             108,              7,      4173,         332,         36,      26335,          108,          23,     7109,       1741,        21
 231,           910,             110,              7,      4143,         319,         36,      26565,          110,          23,     7139,       1747,        20
 232,           917,             112,              8,      4164,         321,         33,      26796,          112,          25,     7169,       1753,        24
 233,           920,             112,              8,      4220,         330,         12,      27028,          112,          24,     7211,       1765,        23
 234,           923,             112,              7,      4240,         330,         11,      27261,          112,          25,     7243,       1772,        25
 235,           926,             112,              8,      4262,         330,         15,      27495,          112,          25,     7283,       1783,        23
 236,           929,             112,              7,      4304,         336,         12,      27730,          112,          25,     7321,       1793,        23
 237,           932,             112,              8,      4275,         328,         19,      27966,          112,          26,     7339,       1794,        24
 238,           937,             113,              8,      4299,         331,         13,      28203,          113,          25,     7396,       1812,        23
 239,           940,             113,              7,      4345,         333,         12,      28441,          113,          25,     7427,       1819,        22
 240,           943,             113,              9,      4360,         334,         11,      28680,          113,          25,     7454,       1823,        25
 241,           948,             114,              8,      4357,         334,         18,      28920,          114,          27,     7478,       1827,        24
 242,           955,             116,              8,      4407,         340,         13,      29161,          116,          27,     7517,       1837,        25
 243,           958,             116,              8,      4471,         352,         15,      29403,          116,          30,     7572,       1856,        24
 244,           961,             116,              8,      4484,         353,         15,      29646,          116,          26,     7609,       1865,        23
 245,           964,             116,              8,      4493,         352,         12,      29890,          116,          27,     7651,       1875,        22
 246,           969,             117,              8,      4505,         353,         12,      30135,          117,          26,     7671,       1878,        26
 247,           974,             118,              9,      4533,         353,         16,      30381,          118,          28,     7701,       1885,        23
 248,           979,             119,              8,      4547,         353,         12,      30628,          119,          27,     7742,       1897,        23
 249,           982,             119,              8,      4564,         350,         12,      30876,          119,          29,     7773,       1903,        26
 250,           985,             119,              8,      4561,         350,         14,      31125,          119,          29,     7818,       1916,        26
 251,           990,             120,             11,      4607,         357,         19,      31375,          120,          29,     7837,       1919,        25
 252,           993,             120,              9,      4621,         359,         16,      31626,          120,          29,     7867,       1923,        25
 253,           996,             120,              9,      4638,         356,         16,      31878,          120,          29,     7894,       1929,       597
 254,          1001,             121,              9,      4641,         354,         20,      32131,          121,          30,     7933,       1940,        28
 255,          1006,             122,              8,      4649,         353,         14,      32385,          122,          29,     7971,       1951,        24
 256,          1009,             122,              8,      4687,         356,         13,      32640,          122,          30,     8023,       1965,        27
 257,          1012,             122,              9,      4740,         365,         24,      32896,          122,         644,     8059,       1973,        27
 258,          1017,             123,              9,      4758,         366,         15,      33153,          123,          30,     8099,       1983,        25
 259,          1020,             123,              9,      4734,         360,         15,      33411,          123,          31,     8120,       1988,        26
 260,          1023,             123,              9,      4767,         363,         17,      33670,          123,          30,     8169,       1999,        28
 261,          1026,             123,             11,      4829,         370,         17,      33930,          123,          35,     8207,       2010,        27
 262,          1029,             123,             11,      4892,         380,         16,      34191,          123,          31,     8243,       2017,        27
 263,          1032,             123,              9,      4877,         376,         20,      34453,          123,          36,     8287,       2029,      1617
 264,          1035,             123,              9,      4883,         374,         15,      34716,          123,          31,     8325,       2040,        26
 265,          1038,             123,              9,      4928,         378,         17,      34980,          123,          32,     8371,       2052,        27
 266,          1041,             123,            116,      4941,         378,         18,      35245,          123,          31,     8399,       2055,        26
 267,          1044,             123,              9,      4915,         371,         14,      35511,          123,          31,     8445,       2068,        26
 268,          1047,             123,              8,      4929,         373,         12,      35778,          123,          33,     8486,       2080,        25
 269,          1050,             123,              8,      4956,         377,         13,      36046,          123,          31,     8519,       2087,        25
 270,          1053,             123,              8,      5006,         381,         13,      36315,          123,          31,     8567,       2099,        24
 271,          1058,             124,              8,      5057,         382,         12,      36585,          124,          32,     8604,       2106,        27
 272,          1065,             126,              9,      5080,         384,         16,      36856,          126,          32,     8641,       2115,        26
 273,          1070,             127,              9,      5096,         385,         15,      37128,          127,          32,     8680,       2124,        26
 274,          1073,             127,              8,      5123,         387,         13,      37401,          127,          32,     8721,       2137,        26
 275,          1076,             127,              9,      5129,         384,         13,      37675,          127,          32,     8747,       2142,        25
 276,          1081,             128,              9,      5143,         384,         14,      37950,          128,          32,     8801,       2156,        27
 277,          1088,             130,              9,      5147,         387,         13,      38226,          130,          34,     8834,       2164,        28
 278,          1091,             130,              9,      5172,         388,         16,      38503,          130,          34,     8874,       2174,        27
 279,          1094,             130,              9,      5266,         401,         17,      38781,          130,          34,     8909,       2180,        26
 280,          1097,             130,              9,      5280,         401,         13,      39060,          130,          33,     8954,       2193,        26
 281,          1102,             131,              9,      5261,         399,         14,      39340,          131,          34,     8997,       2204,        26
 282,          1105,             131,              9,      5277,         399,         12,      39621,          131,          34,     9030,       2210,        26
 283,          1110,             132,             11,      5309,         401,         13,      39903,          132,          34,     9084,       2225,        30
 284,          1113,             132,             10,      5313,         399,         17,      40186,          132,          36,     9112,       2231,        30
 285,          1116,             132,              9,      5337,         398,         14,      40470,          132,          35,     9154,       2242,        27
 286,          1121,             133,              9,      5398,         407,         14,      40755,          133,          35,     9185,       2249,        27
 287,          1126,             134,              9,      5332,         398,         15,      41041,          134,          35,     9223,       2258,        26
 288,          1133,             136,              9,      5346,         398,         14,      41328,          136,          36,     9277,       2272,        28
 289,          1142,             139,              9,      5434,         410,         14,      41616,          139,          36,     9310,       2280,        27
 290,          1145,             139,              9,      5438,         411,         14,      41905,          139,          36,     9354,       2292,        28
 291,          1148,             139,              9,      5483,         415,         13,      42195,          139,          36,     9401,       2305,        28
 292,          1151,             139,              9,      5457,         411,         13,      42486,          139,          36,     9444,       2315,        27
 293,          1154,             139,              9,      5533,         421,         15,      42778,          139,          36,     9474,       2320,        28
 294,          1157,             139,              9,      5562,         425,         13,      43071,          139,          36,     9503,       2326,        31
 295,          1160,             139,             10,      5563,         421,         16,      43365,          139,          38,     9543,       2337,        29
 296,          1167,             141,              9,      5568,         418,         15,      43660,          141,          38,     9584,       2347,        29
 297,          1170,             141,              9,      5540,         413,         14,      43956,          141,          99,     9642,       2364,        29
 298,          1173,             141,              9,      5579,         415,         14,      44253,          141,          38,     9670,       2369,        59
 299,          1176,             141,              9,      5580,         413,         14,      44551,          141,          38,     9710,       2379,        27
 300,          1179,             141,              9,      5578,         412,         13,      44850,          141,          38,     9751,       2388,        28
 301,          1182,             141,              9,      5660,         426,         14,      45150,          141,          41,     9784,       2395,        33
 302,          1185,             141,             11,      5684,         428,         18,      45451,          141,          40,     9822,       2404,        60
 303,          1190,             142,             10,      5758,         430,         16,      45753,          142,          39,     9858,       2414,        30
 304,          1197,             144,             10,      5761,         429,         15,      46056,          144,          40,     9907,       2427,        29
 305,          1206,             147,             10,      5756,         425,         16,      46360,          147,          40,     9941,       2435,        30
 306,          1209,             147,             10,      5824,         435,         14,      46665,          147,          40,     9993,       2449,        30
 307,          1212,             147,             10,      5792,         431,         14,      46971,          147,          40,    10014,       2453,        32
 308,          1217,             148,             10,      5801,         430,         17,      47278,          148,          41,    10044,       2458,        31
 309,          1220,             148,             10,      5862,         439,         17,      47586,          148,          41,    10104,       2476,        31
 310,          1223,             148,             10,      5882,         437,         15,      47895,          148,          41,    10147,       2486,        30
 311,          1226,             148,             10,      5857,         432,         14,      48205,          148,          41,    10197,       2501,        30
 312,          1229,             148,             10,      5872,         433,         14,      48516,          148,          65,    10227,       2505,        33
 313,          1234,             149,             10,      5948,         445,         17,      48828,          149,          42,    10264,       2515,        31
 314,          1239,             150,             10,      5951,         443,         15,      49141,          150,          62,    10308,       2527,        33
 315,          1242,             150,             10,      6045,         455,         18,      49455,          150,          42,    10339,       2533,        31
 316,          1245,             150,             10,      6049,         452,         16,      49770,          150,          43,    10387,       2546,        31
 317,          1248,             150,             10,      6072,         452,         15,      50086,          150,          42,    10432,       2558,        71
 318,          1253,             151,             10,      6111,         458,         15,      50403,          151,          43,    10463,       2565,        33
 319,          1260,             153,             10,      6085,         454,         19,      50721,          153,          44,    10495,       2571,        31
 320,          1269,             156,             12,      6115,         457,         15,      51040,          156,          46,    10538,       2581,        32
 321,          1272,             156,             10,      6154,         461,         17,      51360,          156,          44,    10568,       2587,        33
 322,          1275,             156,             10,      6178,         463,         15,      51681,          156,          99,    10610,       2599,        32
 323,          1278,             156,             10,      6165,         463,         16,      52003,          156,          44,    10657,       2610,        36
 324,          1281,             156,             10,      6136,         455,         15,      52326,          156,          47,    10710,       2626,        60
 325,          1286,             157,             10,      6226,         461,         18,      52650,          157,          44,    10740,       2634,        31
 326,          1289,             157,             10,      6296,         478,         16,      52975,          157,          44,    10781,       2643,        34
 327,          1292,             157,             11,      6269,         468,         22,      53301,          157,          49,    10819,       2652,        33
